"indice","num_tema_cadastrado","sugerido_1","sugerido_2","sugerido_3","sugerido_4","sugerido_5","sugerido_6","similaridade_1","similaridade_2","similaridade_3","similaridade_4","similaridade_5","similaridade_6","posicao_tema_real"
6197,1002,1076,1178,1046,1086,1182,0,46,14,14,13,13,0,0
6198,999,1057,1140,1081,1005,0,0,43,27,16,14,0,0,0
6199,999,1057,1140,1081,1005,0,0,43,27,16,14,0,0,0
6200,999,1057,1081,1005,1140,1018,0,42,17,14,14,13,0,0
6201,999,1057,1081,1005,1140,1018,0,42,17,14,14,13,0,0
6202,999,1057,1081,1005,1140,1018,0,42,17,14,14,13,0,0
6203,999,1057,1081,1005,1140,1018,0,42,17,14,14,13,0,0
6204,999,1057,1140,1081,1005,0,0,43,27,16,14,0,0,0
6205,999,1057,1140,1081,1005,0,0,43,27,16,14,0,0,0
6206,999,1140,1070,1007,1076,0,0,42,27,17,14,0,0,0
6207,999,1140,1070,1007,1076,0,0,42,27,17,14,0,0,0
6208,999,1140,1070,1005,0,0,0,44,28,28,0,0,0,0
6209,999,1140,1070,1005,0,0,0,44,28,28,0,0,0,0
6210,999,1057,1081,1005,1140,1124,0,28,27,17,14,14,0,0
6211,999,1057,1081,1005,1140,1124,0,28,27,17,14,14,0,0
6212,999,1005,0,0,0,0,0,100,0,0,0,0,0,0
6213,999,1005,0,0,0,0,0,100,0,0,0,0,0,0
6214,999,1140,1124,1005,0,0,0,71,15,14,0,0,0,0
6215,999,1140,1124,1005,0,0,0,71,15,14,0,0,0,0
6216,999,1005,1124,0,0,0,0,85,15,0,0,0,0,0
6217,999,1005,1124,0,0,0,0,85,15,0,0,0,0,0
6218,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6219,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6220,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6221,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6222,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6223,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6224,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6225,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6226,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6227,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6228,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6229,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6230,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6231,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6232,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6233,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6234,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6235,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6236,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6237,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6238,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6239,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6240,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6241,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6242,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6243,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6244,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6245,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6246,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6247,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6248,999,1005,1124,1140,0,0,0,56,28,16,0,0,0,0
6249,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6250,999,1140,1124,1005,0,0,0,72,14,14,0,0,0,0
6251,996,1178,504,1095,929,0,0,42,27,17,14,0,0,0
6252,996,1178,504,1095,929,0,0,42,27,17,14,0,0,0
6253,995,1124,995,1018,979,0,0,30,31,29,10,0,0,2
6254,995,1124,995,1018,979,0,0,30,31,29,10,0,0,2
6255,995,1124,995,1018,979,0,0,30,31,29,10,0,0,2
6256,995,1081,1124,1007,1076,896,1080,28,18,14,14,13,13,0
6257,995,1081,1124,1007,1076,896,1080,28,18,14,14,13,13,0
6258,995,1081,1124,1007,1076,896,1080,28,18,14,14,13,13,0
6259,995,1140,1076,1033,1178,1169,0,40,21,14,13,12,0,0
6260,995,1140,1076,1033,1178,1169,0,40,21,14,13,12,0,0
6261,995,1140,1076,1033,1178,1169,0,40,21,14,13,12,0,0
6262,995,1018,1057,1140,1005,1081,0,33,26,14,14,13,0,0
6263,995,1018,1057,1140,1005,1081,0,33,26,14,14,13,0,0
6264,995,1018,1057,1140,1005,1081,0,33,26,14,14,13,0,0
6265,995,1081,534,1124,1090,1083,694,31,22,16,11,10,10,0
6266,995,1081,534,1124,1090,1083,694,31,22,16,11,10,10,0
6267,995,1081,534,1124,1090,1083,694,31,22,16,11,10,10,0
6268,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6269,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6270,769,769,578,1012,1137,0,0,56,17,14,13,0,0,1
6271,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6272,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6273,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6274,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6275,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6276,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6277,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6278,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6279,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6280,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6281,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6282,769,769,981,1076,1169,0,0,59,14,14,13,0,0,1
6283,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6284,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6285,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6286,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6287,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6288,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6289,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6290,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6291,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6292,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6293,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6294,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6295,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6296,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6297,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6298,769,769,578,1012,425,0,0,51,25,12,12,0,0,1
6299,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6300,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6301,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6302,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6303,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6304,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6305,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6306,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6307,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6308,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6309,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6310,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6311,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6312,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6313,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6314,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6315,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6316,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6317,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6318,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6319,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6320,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6321,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6322,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6323,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6324,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6325,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6326,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6327,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6328,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6329,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6330,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6331,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6332,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6333,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6334,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6335,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6336,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6337,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6338,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6339,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6340,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6341,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6342,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6343,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6344,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6345,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6346,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6347,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6348,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6349,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6350,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6351,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6352,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6353,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6354,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6355,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6356,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6357,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6358,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6359,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6360,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6361,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6362,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6363,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6364,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6365,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6366,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6367,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6368,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6369,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6370,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6371,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6372,769,1076,339,981,769,0,0,39,24,25,12,0,0,4
6373,769,769,1064,334,1046,981,962,28,25,13,12,11,11,1
6374,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6375,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6376,769,769,0,0,0,0,0,100,0,0,0,0,0,1
6377,994,1125,994,0,0,0,0,87,13,0,0,0,0,2
6378,994,1125,994,0,0,0,0,87,13,0,0,0,0,2
6379,994,1125,994,0,0,0,0,87,13,0,0,0,0,2
6380,994,1174,1184,1125,1008,1164,0,42,19,13,13,13,0,0
6381,994,1174,1184,1125,1008,1164,0,42,19,13,13,13,0,0
6382,994,1174,1184,1125,1008,1164,0,42,19,13,13,13,0,0
6383,992,1076,1193,1080,1109,339,1178,32,15,14,13,13,13,0
6384,992,1076,1193,1080,1109,339,1178,32,15,14,13,13,13,0
6385,992,1083,694,534,555,0,0,38,29,29,4,0,0,0
6386,992,1083,694,534,555,0,0,38,29,29,4,0,0,0
6387,992,1178,1076,339,1046,0,0,41,31,14,14,0,0,0
6388,992,1178,1076,339,1046,0,0,41,31,14,14,0,0,0
6389,990,339,1178,1169,1086,1076,1083,45,13,11,11,10,10,0
6390,990,339,1174,1182,1076,1169,0,44,23,11,11,11,0,0
6391,990,339,1178,1169,1086,1076,1083,45,13,11,11,10,10,0
6392,990,339,1174,1182,1076,1169,0,44,23,11,11,11,0,0
6393,990,339,1178,1169,1086,1076,1083,45,13,11,11,10,10,0
6394,990,339,1174,1182,1076,1169,0,44,23,11,11,11,0,0
6395,990,339,1076,1169,979,1160,0,45,23,11,11,10,0,0
6396,990,339,1076,1169,979,1160,0,45,23,11,11,10,0,0
6397,990,339,1076,1169,979,1160,0,45,23,11,11,10,0,0
6398,930,1140,1005,1057,0,0,0,44,42,14,0,0,0,0
6399,930,1140,1005,0,0,0,0,72,28,0,0,0,0,0
6400,930,1140,1005,1057,0,0,0,59,28,13,0,0,0,0
6401,930,1140,1005,0,0,0,0,72,28,0,0,0,0,0
6402,930,1140,1005,0,0,0,0,72,28,0,0,0,0,0
6403,930,1140,1005,0,0,0,0,72,28,0,0,0,0,0
6404,930,1140,1005,0,0,0,0,72,28,0,0,0,0,0
6405,930,1140,0,0,0,0,0,100,0,0,0,0,0,0
6406,930,1140,0,0,0,0,0,100,0,0,0,0,0,0
6407,930,1140,0,0,0,0,0,100,0,0,0,0,0,0
6408,930,1140,0,0,0,0,0,100,0,0,0,0,0,0
6409,966,1057,1140,1081,1005,0,0,43,28,15,14,0,0,0
6410,966,1057,1140,1081,1005,0,0,43,28,15,14,0,0,0
6411,966,1057,1140,1005,1081,0,0,41,29,17,13,0,0,0
6412,966,1057,1140,1005,1081,0,0,41,29,17,13,0,0,0
6413,966,1057,1140,1005,1081,0,0,41,29,17,13,0,0,0
6414,966,1057,1140,1005,1081,0,0,41,29,17,13,0,0,0
6415,966,1140,1178,979,1018,0,0,56,16,15,13,0,0,0
6416,966,1140,1178,979,1018,0,0,56,16,15,13,0,0,0
6417,966,1057,1081,1005,979,1140,0,28,31,14,14,13,0,0
6418,966,1057,1081,1005,979,1140,0,28,31,14,14,13,0,0
6419,966,1140,1057,1005,1081,0,0,46,27,14,13,0,0,0
6420,966,1140,1057,1005,1081,0,0,46,27,14,13,0,0,0
6421,966,1057,1081,1140,1005,1076,0,48,14,14,14,10,0,0
6422,966,1057,1081,1140,1005,1076,0,48,14,14,14,10,0,0
6423,966,1081,1057,1140,1005,0,0,30,28,28,14,0,0,0
6424,966,1081,1057,1140,1005,0,0,30,28,28,14,0,0,0
6425,966,1057,1081,1140,1005,732,0,43,17,14,14,12,0,0
6426,966,1057,1081,1140,1005,732,0,43,17,14,14,12,0,0
6427,966,1057,1081,1005,1140,0,0,42,28,16,14,0,0,0
6428,966,1057,1081,1005,1140,0,0,42,28,16,14,0,0,0
6429,966,1057,979,214,1081,1005,0,41,18,15,13,13,0,0
6430,966,1057,979,214,1081,1005,0,41,18,15,13,13,0,0
6431,973,973,1190,1076,0,0,0,72,14,14,0,0,0,1
6432,973,973,1190,1076,0,0,0,72,14,14,0,0,0,1
6433,973,973,1190,1076,0,0,0,74,13,13,0,0,0,1
6434,973,973,1190,1076,0,0,0,74,13,13,0,0,0,1
6435,973,973,1190,1076,0,0,0,73,14,13,0,0,0,1
6436,973,973,1190,1076,0,0,0,73,14,13,0,0,0,1
6437,973,973,1190,1076,0,0,0,73,14,13,0,0,0,1
6438,973,973,1190,1076,0,0,0,73,14,13,0,0,0,1
6439,973,973,1076,0,0,0,0,72,28,0,0,0,0,1
6440,973,973,1076,0,0,0,0,72,28,0,0,0,0,1
6441,973,973,1076,0,0,0,0,72,28,0,0,0,0,1
6442,973,973,1076,0,0,0,0,72,28,0,0,0,0,1
6443,973,1033,0,0,0,0,0,100,0,0,0,0,0,0
6444,973,1033,0,0,0,0,0,100,0,0,0,0,0,0
6445,962,981,962,334,444,769,1064,39,18,13,11,10,9,2
6446,962,981,962,334,444,769,1064,39,18,13,11,10,9,2
6447,962,981,962,334,444,769,1064,39,18,13,11,10,9,2
6448,962,981,444,334,962,0,0,46,27,14,13,0,0,4
6449,962,981,444,334,962,0,0,46,27,14,13,0,0,4
6450,962,981,444,334,962,0,0,46,27,14,13,0,0,4
6451,962,1076,1046,0,0,0,0,85,15,0,0,0,0,0
6452,962,1076,1046,0,0,0,0,85,15,0,0,0,0,0
6453,962,1076,1046,0,0,0,0,85,15,0,0,0,0,0
6454,962,981,1076,334,962,444,769,24,19,20,16,13,8,4
6455,962,981,1076,334,962,444,769,24,19,20,16,13,8,4
6456,962,981,1076,334,962,444,769,24,19,20,16,13,8,4
6457,962,1076,0,0,0,0,0,100,0,0,0,0,0,0
6458,962,1076,0,0,0,0,0,100,0,0,0,0,0,0
6459,962,1076,0,0,0,0,0,100,0,0,0,0,0,0
6460,962,981,1076,334,444,962,769,25,20,19,13,13,10,5
6461,962,981,1076,334,444,962,769,25,20,19,13,13,10,5
6462,962,981,1076,334,444,962,769,25,20,19,13,13,10,5
6463,962,1076,0,0,0,0,0,100,0,0,0,0,0,0
6464,962,1076,0,0,0,0,0,100,0,0,0,0,0,0
6465,962,1076,0,0,0,0,0,100,0,0,0,0,0,0
6466,962,339,1160,1109,1076,444,979,28,18,14,14,13,13,0
6467,962,339,1160,1109,1076,444,979,28,18,14,14,13,13,0
6468,962,339,1160,1109,1076,444,979,28,18,14,14,13,13,0
6469,962,1076,981,334,979,1141,769,28,20,14,14,12,12,0
6470,962,1076,981,334,979,1141,769,28,20,14,14,12,12,0
6471,962,1076,981,334,979,1141,769,28,20,14,14,12,12,0
6472,962,981,339,962,334,444,769,25,21,17,14,13,10,3
6473,962,981,339,962,334,444,769,25,21,17,14,13,10,3
6474,962,981,339,962,334,444,769,25,21,17,14,13,10,3
6475,962,1076,334,444,981,1125,769,25,22,16,14,12,11,0
6476,962,1076,334,444,981,1125,769,25,22,16,14,12,11,0
6477,962,1076,334,444,981,1125,769,25,22,16,14,12,11,0
6478,962,981,769,962,334,444,0,36,18,19,14,13,0,3
6479,962,981,769,962,334,444,0,36,18,19,14,13,0,3
6480,962,981,769,962,334,444,0,36,18,19,14,13,0,3
6481,962,981,1076,339,334,962,0,31,22,21,13,13,0,5
6482,962,981,1076,339,334,962,0,31,22,21,13,13,0,5
6483,962,981,1076,339,334,962,0,31,22,21,13,13,0,5
6484,962,981,334,962,444,769,0,46,17,14,14,9,0,3
6485,962,981,334,962,444,769,0,46,17,14,14,9,0,3
6486,962,981,334,962,444,769,0,46,17,14,14,9,0,3
6487,962,1076,1046,0,0,0,0,88,12,0,0,0,0,0
6488,962,1076,1046,0,0,0,0,88,12,0,0,0,0,0
6489,962,1076,1046,0,0,0,0,88,12,0,0,0,0,0
6490,961,1076,334,981,0,0,0,74,14,12,0,0,0,0
6491,961,1076,334,981,962,444,1046,32,22,13,13,11,9,0
6492,961,1076,1190,1046,0,0,0,74,13,13,0,0,0,0
6493,961,1076,1190,1033,0,0,0,74,13,13,0,0,0,0
6494,961,1076,1033,0,0,0,0,72,28,0,0,0,0,0
6495,961,1076,1046,0,0,0,0,87,13,0,0,0,0,0
6496,961,1076,0,0,0,0,0,100,0,0,0,0,0,0
6497,961,1076,981,962,334,444,0,44,14,16,13,13,0,0
6498,961,1076,1046,0,0,0,0,87,13,0,0,0,0,0
6499,961,1076,1046,0,0,0,0,87,13,0,0,0,0,0
6500,961,1076,1046,0,0,0,0,86,14,0,0,0,0,0
6501,961,1076,1046,0,0,0,0,87,13,0,0,0,0,0
6502,961,1076,1046,0,0,0,0,84,16,0,0,0,0,0
6503,961,1076,1046,0,0,0,0,87,13,0,0,0,0,0
6504,961,1076,1046,0,0,0,0,87,13,0,0,0,0,0
6505,961,1076,1046,0,0,0,0,71,29,0,0,0,0,0
6506,961,1033,1076,0,0,0,0,86,14,0,0,0,0,0
6507,961,1076,1046,0,0,0,0,85,15,0,0,0,0,0
6508,961,1076,0,0,0,0,0,100,0,0,0,0,0,0
6509,961,1076,1046,0,0,0,0,86,14,0,0,0,0,0
6510,961,1076,1046,0,0,0,0,75,25,0,0,0,0,0
6511,961,1076,1046,0,0,0,0,85,15,0,0,0,0,0
6512,914,1076,1164,1086,1109,1174,0,47,15,13,13,12,0,0
6513,914,1076,1164,1174,1125,0,0,46,28,14,12,0,0,0
6514,914,1014,1076,1174,1170,339,0,42,25,11,11,11,0,0
6515,914,1174,1076,912,0,0,0,47,41,12,0,0,0,0
6516,914,1174,1076,0,0,0,0,83,17,0,0,0,0,0
6517,914,1174,1076,912,0,0,0,63,25,12,0,0,0,0
6518,914,1140,1076,339,1170,1125,0,29,31,14,13,13,0,0
6519,914,1174,1076,0,0,0,0,84,16,0,0,0,0,0
6520,914,1174,1076,0,0,0,0,79,21,0,0,0,0,0
6521,906,912,1014,1125,0,0,0,60,27,13,0,0,0,0
6522,906,912,1014,1125,0,0,0,60,27,13,0,0,0,0
6523,906,912,1125,1076,0,0,0,57,33,10,0,0,0,0
6524,906,912,1125,1076,0,0,0,57,33,10,0,0,0,0
6525,906,912,1125,1076,0,0,0,51,38,11,0,0,0,0
6526,906,912,1125,1076,0,0,0,51,38,11,0,0,0,0
6527,906,1014,912,1125,0,0,0,49,39,12,0,0,0,0
6528,906,1014,912,1125,0,0,0,49,39,12,0,0,0,0
6529,906,1125,912,1014,1076,0,0,39,38,12,11,0,0,0
6530,906,1125,912,1014,1076,0,0,39,38,12,11,0,0,0
6531,899,1033,1160,1142,1169,1109,0,46,14,14,13,13,0,0
6532,899,1141,1109,1033,503,1178,0,31,27,14,14,14,0,0
6533,899,1109,1174,1076,1086,0,0,45,27,14,14,0,0,0
6534,899,339,1109,1076,1142,1170,0,28,28,18,13,13,0,0
6535,899,1109,1046,1033,0,0,0,49,40,11,0,0,0,0
6536,899,1178,981,1076,1109,0,0,59,14,14,13,0,0,0
6537,897,1033,1160,1142,1169,1109,0,46,14,14,13,13,0,0
6538,897,1033,1160,1142,1169,1109,0,46,14,14,13,13,0,0
6539,897,1057,1081,1076,0,0,0,58,28,14,0,0,0,0
6540,897,1057,1081,1076,0,0,0,58,28,14,0,0,0,0
6541,897,1178,0,0,0,0,0,100,0,0,0,0,0,0
6542,897,1178,0,0,0,0,0,100,0,0,0,0,0,0
6543,895,1169,1076,334,1125,1193,0,34,27,13,13,13,0,0
6544,895,1076,1046,912,0,0,0,62,19,19,0,0,0,0
6545,895,769,0,0,0,0,0,100,0,0,0,0,0,0
6546,895,769,0,0,0,0,0,100,0,0,0,0,0,0
6547,895,769,0,0,0,0,0,100,0,0,0,0,0,0
6548,895,1033,1076,1182,1169,0,0,56,17,14,13,0,0,0
6549,895,1083,694,534,1090,0,0,30,23,24,23,0,0,0
6550,895,1083,694,534,0,0,0,38,33,29,0,0,0,0
6551,895,534,1081,1090,1083,694,555,24,16,16,16,16,12,0
6552,895,339,1060,190,182,0,0,35,29,24,12,0,0,0
6553,895,339,1076,1060,182,0,0,40,33,14,13,0,0,0
6554,895,339,1076,1169,1178,1174,0,48,21,11,11,9,0,0
6555,895,1090,1081,1083,694,534,0,48,22,10,10,10,0,0
6556,895,769,0,0,0,0,0,100,0,0,0,0,0,0
6557,895,339,1076,182,1169,1100,0,35,26,14,13,12,0,0
6558,895,1140,1124,0,0,0,0,66,34,0,0,0,0,0
6559,895,1124,1057,1005,1081,0,0,47,27,13,13,0,0,0
6560,888,1090,1083,694,534,1076,1031,27,17,17,17,14,8,0
6561,888,1080,1124,1083,694,534,0,34,33,11,11,11,0,0
6562,885,1160,1182,504,1174,0,0,47,27,13,13,0,0,0
6563,885,1064,1178,1169,1193,1142,504,28,19,14,13,13,13,0
6564,874,1076,1182,1125,979,1169,1170,27,18,14,14,14,13,0
6565,948,1033,1130,1169,1178,0,0,40,29,19,12,0,0,0
6566,861,1033,1130,1169,1178,0,0,42,32,13,13,0,0,0
6567,863,981,1076,1033,334,962,0,25,25,20,17,13,0,0
6568,740,1174,1164,1170,0,0,0,55,27,18,0,0,0,0
6569,740,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6570,740,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6571,740,1174,1164,1170,0,0,0,57,30,13,0,0,0,0
6572,740,1174,1164,0,0,0,0,71,29,0,0,0,0,0
6573,740,1174,1170,1164,0,0,0,44,28,28,0,0,0,0
6574,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6575,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6576,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6577,739,1174,1170,1164,0,0,0,56,30,14,0,0,0,0
6578,739,1174,1170,1164,0,0,0,56,30,14,0,0,0,0
6579,739,1174,1170,1164,0,0,0,43,30,27,0,0,0,0
6580,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6581,739,1174,1170,1164,0,0,0,56,30,14,0,0,0,0
6582,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6583,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6584,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6585,739,1174,1164,1170,0,0,0,56,27,17,0,0,0,0
6586,739,1140,1170,979,1125,1124,1076,27,22,14,13,12,12,0
6587,739,1174,1170,1164,0,0,0,43,28,29,0,0,0,0
6588,739,1174,1170,1164,0,0,0,42,31,27,0,0,0,0
6589,739,1174,1170,1164,0,0,0,42,30,28,0,0,0,0
6590,739,1174,1164,1170,0,0,0,58,28,14,0,0,0,0
6591,739,1174,1170,1164,0,0,0,70,16,14,0,0,0,0
6592,739,1174,1164,1170,0,0,0,55,27,18,0,0,0,0
6593,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6594,739,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6595,739,1174,1164,1170,0,0,0,57,30,13,0,0,0,0
6596,739,1174,1164,0,0,0,0,71,29,0,0,0,0,0
6597,739,1174,1170,1164,0,0,0,44,28,28,0,0,0,0
6598,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6599,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6600,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6601,738,1174,1170,1164,0,0,0,56,30,14,0,0,0,0
6602,738,1174,1170,1164,0,0,0,56,30,14,0,0,0,0
6603,738,1174,1170,1164,0,0,0,43,30,27,0,0,0,0
6604,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6605,738,1174,1170,1164,0,0,0,56,30,14,0,0,0,0
6606,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6607,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6608,738,1174,1164,1170,0,0,0,59,28,13,0,0,0,0
6609,738,1174,1164,1170,0,0,0,56,27,17,0,0,0,0
6610,738,1140,1170,979,1125,1124,1076,27,22,14,13,12,12,0
6611,738,1174,1170,1164,0,0,0,43,28,29,0,0,0,0
6612,738,1174,1170,1164,0,0,0,42,31,27,0,0,0,0
6613,738,1174,1170,1164,0,0,0,42,30,28,0,0,0,0
6614,738,1174,1164,1170,0,0,0,58,28,14,0,0,0,0
6615,738,1174,1170,1164,0,0,0,70,16,14,0,0,0,0
6616,738,1174,1164,1170,0,0,0,55,27,18,0,0,0,0
