sequencialPrecedente;tipoPrecedente;numeroPrecedente;dataPrimeiraAfetacao;dataJulgamento;dataPublicacaoAcordao;situacao;informacoesComplementares;questaoSubmetidaAJulgamento;teseFirmada;anotacoesNUGEPNAC;delimitacaoJulgado;entendimentoAnterior;referenciaLegislativa;referenciaSumular;sumulaOriginada;audienciaPublica;dataAudienciaPublica;orgaoJulgador;Assuntos;numeroRepercussaoGeralSTF;descricaoRepercussaoGeral
"2521";"Tema";"1035";"2019-11-07";"2020-10-28";"2020-11-03";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional, excetuada a concessão de tutelas provisórias de urgência, quando presentes seus requisitos  (acórdão publicado no DJe de 7/11/2019).";"Definir o prazo prescricional da pretensão de cobrança de despesas de sobre-estadia de contêineres (demurrage) fundadas em contrato de transporte marítimo (unimodal).";"A pretensão de cobrança de valores relativos a despesas de sobre-estadias de contêineres  (demurrage) previamente estabelecidos em contrato de transporte marítimo (unimodal) prescreve em 5 (cinco) anos, a teor do que dispõe o art. 206, § 5º, inciso I, do Código Civil de 2002.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 30/10/2019 e finalizada em 5/11/2019 (Segunda Seção).Vide Controvérsia n. 115/STJ.";"";"";"";"";"";"N";"";"S2 ";"899- DIREITO CIVIL, 7947- Fatos Jurídicos, 4701- Ato / Negócio Jurídico, 5632- Prescrição e Decadência, 7681- Obrigações, 9580- Espécies de Contratos";"";""
"2581";"Tema";"1036";"2019-11-27";"2021-02-10";"2021-02-24";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 27/11/2019).";"Aferir se é condição para a apreensão do instrumento utilizado na prática da infração  ambiental a comprovação de que o bem é de uso específico e exclusivo para a atividade ilícita (Lei n. 9.605/1998, art. 25, § 4º, atual § 5º).";"""A apreensão do instrumento utilizado na infração ambiental, fundada na atual redação do § 4º do art. 25 da Lei 9.605/1998, independe do uso específico, exclusivo ou habitual para a empreitada infracional"".";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 6/11/2019 e finalizada em 12/11/2019 (Primeira Seção).Vide Controvérsia n. 105/STJ.";"";"";"";"";"";"N";"";"S1 ";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10419- Liberação de Veículo Apreendido";"";""
"2582";"Tema";"1037";"2019-12-03";"2020-06-24";"2020-08-04";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 3/12/2019).";"Incidência ou não da isenção do imposto de renda prevista no inciso XIV do artigo 6º da Lei n. 7.713/1998 sobre os rendimentos de portador de moléstia grave que se encontra no exercício de sua atividade laboral.";"Não se aplica a isenção do imposto de renda prevista no inciso XIV do artigo 6º da Lei n.   7.713/1988 (seja na redação da Lei nº 11.052/2004 ou nas versões anteriores) aos rendimentos de portador de moléstia grave que se encontre no exercício de atividade laboral.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 20/11/2019 e finalizada em 26/11/2019 (Primeira Seção).Vide Controvérsia n. 130/STJ.""Trata-se de debate diverso do travado no Tema Repetitivo 250/STJ (REsp 1.116.620/BA), em que se limitou a discussão à natureza do rol de moléstias graves constante do art. 6º, XIV, da Lei n. 7.713/1988 - se taxativa ou exemplificativa -, de modo a possibilitar, ou não, a concessão de isenção de imposto de renda a aposentados portadores de outras doenças graves e incuráveis."" (acórdão publicado no DJe de 3/12/2019)";"";"";"";"";"";"N";"";"S1 ";"14- DIREITO TRIBUTÁRIO, 5913- Limitações ao Poder de Tributar, 5915- Isenção, 5916- Impostos, 5917- IRPF/Imposto de Renda de Pessoa Física";"";""
"2583";"Tema";"1038";"2019-12-03";"2020-09-23";"2020-10-23";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 3/12/2019).";"Possibilidade de o ente público estipular cláusula editalícia em licitação/pregão prevendo percentual mínimo referente à taxa de administração, como forma de resguardar-se de eventuais propostas, em tese, inexequíveis.";"""Os editais de licitação ou pregão não podem conter cláusula prevendo percentual mínimo referente à taxa de administração, sob pena de ofensa ao artigo 40, inciso X, da Lei nº 8.666/1993.""";"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 20/11/2019 e finalizada em 26/11/2019 (Primeira Seção).Vide Controvérsia n. 140/STJ.";"";"";"";"";"";"N";"";"S1 ";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10385- Licitações, 10388- Edital";"";""
"2625";"Tema";"1039";"2019-12-09";"";"";"Afetado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 9/12/2019).";"Fixação do termo inicial da prescrição da pretensão indenizatória em face de seguradora nos contratos, ativos ou extintos, do Sistema Financeiro de Habitação.";"";"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 27/11/2019 e finalizada em 3/12/2019 (Segunda Seção).Vide Controvérsia n. 87/STJ.";"";"";"";"";"";"N";"";"S2 ";"899- DIREITO CIVIL, 5632- Prescrição e Decadência, 7681- Obrigações, 9580- Espécies de Contratos, 4839- Sistema Financeiro da Habitação, 4847- Seguro";"";""
"2626";"Tema";"1040";"2019-12-10";"2021-09-16";"2021-11-04";"Trânsito em Julgado";"Não há determinação de suspensão nacional de todos os processos (acórdão publicado no DJe de 10/12/2019).O Ministro Relator registrou: ""a existência da ADI 5.291/DF, que tramita no STF, tendo como objeto o art. 3º, § 9º, do Decreto-Lei 911/1969, ao passo que, nos presentes autos, a controvérsia diz com o art. 3º, § 3º, do referido diploma normativo."" (acórdão de afetação publicado no DJe 10/12/2019).";"Possibilidade de apreciação da contestação oferecida antes da execução da liminar de busca e apreensão deferida com base no Decreto-Lei 911/1969.";"Na ação de busca e apreensão de que trata o Decreto-Lei nº 911/1969, a análise da contestação somente deve ocorrer após a execução da medida liminar.";"Resp em IRDR n. 1.000.16.037836/000/MG (TEMA 13/TJMG).Afetação na sessão eletrônica iniciada em 20/11/2019 e finalizada em 26/11/2019 (Segunda Seção).Vide Controvérsia n. 98/STJ.";"";"";"";"";"";"N";"";"S2 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução, 10670- Obrigação de Entregar, 10677- Busca e Apreensão";"";""
"2568";"Tema";"1041";"";"";"";"Sem Processo Vinculado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 17/12/2019).";"Definir se o transportador (proprietário ou possuidor) está sujeito à pena de perdimento de veículo de transporte de passageiros ou de carga em razão de ilícitos praticados por cidadãos que transportam mercadorias sujeitas à pena de perdimento, nos termos dos Decretos-leis 37/66 e 1.455/76. Definir se o transportador, de passageiros ou de carga, em viagem doméstica ou internacional que transportar mercadoria sujeita a pena de perdimento sem identificação do proprietário ou possuidor; ou ainda que identificado o proprietário ou possuidor, as características ou a quantidade dos volumes transportados evidenciarem tratar-se de mercadoria sujeita à referida pena, está sujeito à multa de R$ 15.000,00 (quinze mil reais) prevista no art. 75 da Lei 10.833/03, ou à retenção do veículo até o recolhimento da multa, nos termos do parágrafo 1º do mesmo artigo.";"";"RRC de Origem (art. 1030, IV; art. 1036, §1º, e art. 1041 do CPC/15).A Primeira Seção, na sessão de julgamento realizada em 9/6/2021, acolheu a questão de ordem para desafetar os recursos especiais apresentados como representativos da controvérsia, nos termos do voto do Sr. Ministro Relator.Afetação na sessão eletrônica iniciada em 20/11/2019 e finalizada em 26/11/2019 (Primeira Seção).Vide Controvérsia n. 118/STJ.";"";"";"";"";"";"N";"";"S1 ";"6021- Procedimentos Fiscais, 6028- Liberação de Veículo Apreendido, 6029- Perdimento de Bens, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"";""
"2649";"Tema";"1042";"";"";"";"Cancelado";"Em sessão realizada em 17/12/2019, a Primeira Seção determinou a suspensão de processos somente em segunda instância.";"Definir se há - ou não - aplicação da figura do reexame necessário nas ações típicas de improbidade administrativa, ajuizadas com esteio na alegada prática de condutas previstas na Lei 8.429/1992, cuja pretensão é julgada improcedente em primeiro grau; Discutir se há remessa de ofício nas referidas ações típicas, ou se deve ser reservado ao autor da ação, na postura de órgão acusador - frequentemente o Ministério Público - exercer a prerrogativa de recorrer ou não do desfecho de improcedência da pretensão sancionadora.";"";"Processos destacados de ofício pelo relator.Afetação na sessão eletrônica iniciada em 11/12/2019 e finalizada em 17/12/2019 (Primeira Seção).Em sessão realizada em 24/02/2022, a Primeira Seção, por unanimidade, determinou o retorno dos recurso especiais ao Relator, tornando sem efeito o julgamento iniciado e, consequentemente, o pedido de vista formulado, nos termos da questão de ordem proposta pelo Ministro Mauro Campbell Marques.Em sessão realizada em 26/4/2023, a Primeira Seção, por unaminadade, cancelou a afetação do Tema 1.042, para que os recursos especiais afetados prossigam em normal trâmite, em seus ulteriores termos, bem como os casos eventualmente suspensos em virtude da afetação, nos termos da questão de ordem proposta pelo Sr. Ministro Relator.O Ministro relator destacou: ""(...) Bem por isso, é viável dizer sobre a desnecessidade de se fixar tese no âmbito desta Primeira Seção a respeito do Tema 1.042, em virtude da pequena quantidade de feitos existentes, e pelo fato de que a situação não mais ocorrerá ante a revogação da Lei 8.429/1992 e a literalidade da nova disposição legal acerca da remessa necessária a partir da vigência da Lei 14.230/2021.Não é possível determinar o prosseguimento do tema atual, sob pena de usurpar o rito de afetação, pois é claro que os julgadores que ora apreciariam no mérito os recursos especiais estariam a analisar temática diferente daqueles que compuseram o quorum primeiro de afetação.Naturalmente, nem mesmo o trâmite do Tema 1.042 impede que porventura ministros da Primeira Seção, caso assim entendam, venham a propor a afetação do tópico da eventual retroatividade da Lei 14.230/2021 aos processos em curso, por ser questionamento díspar do que ora se analisa. (...)""";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9045- Recurso, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 9997- Atos Administrativos, 10011- Improbidade Administrativa";"";""
"2661";"Tema";"1043";"2020-02-04";"2021-02-10";"2021-03-26";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 4/2/2020).";"Aferir se constitui direito subjetivo do infrator a guarda consigo, na condição de fiel depositário, do veículo automotor apreendido, até ulterior decisão administrativa definitiva (Decreto n. 6.514/2008, art. 106, II), ou se a decisão sobre a questão deve observar um juízo de oportunidade e conveniência da Administração Pública.";"O proprietário do veículo apreendido em razão de infração de transporte irregular de madeira não titulariza direito público subjetivo de ser nomeado fiel depositário do bem, as providências dos arts. 105 e 106 do Decreto Federal n. 6.514/2008 competindo ao alvedrio da Administração Pública, em fundamentado juízo de oportunidade e de conveniência.";"Dados parcialmente recuperados via sistema Athos.Afetação na sessão eletrônica iniciada em 11/12/2019 e finalizada em 17/12/2019 (Primeira Seção).Vide Controvérsia n. 105/STJ.";"";"";"";"";"";"N";"";"S1 ";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10419- Liberação de Veículo Apreendido";"";""
"2681";"Tema";"1044";"2020-02-05";"2021-10-21";"2021-10-25";"Trânsito em Julgado";"Há determinação de suspensão de todos os recursos especiais e agravos em recurso especial na segunda instância e/ou que tramitem no STJ, que versem acerca da questão delimitada (acórdão publicado no DJe de 5/2/2020).";"Responsabilidade pelo custeio de honorários periciais, em ações acidentárias, de competência da Justiça Estadual, adiantados pelo INSS, nos casos em que a parte autora, beneficiária da gratuidade da justiça, é sucumbente.";"Nas ações de acidente do trabalho, os honorários periciais, adiantados pelo INSS, constituirão despesa a cargo do Estado, nos casos em que sucumbente a parte autora, beneficiária da isenção de ônus sucumbenciais, prevista no parágrafo único do art. 129 da Lei 8.213/91.";"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 11/12/2019 e finalizada em 17/12/2019 (Primeira Seção).Vide Controvérsia n. 125/STJ.";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8842- Partes e Procuradores, 9258- Honorários Periciais, 195- DIREITO PREVIDENCIÁRIO, 6094- Benefícios em Espécie";"";""
"2701";"Tema";"1045";"";"";"";"Cancelado";"Não há determinação de suspensão nacional de todos os processos (acórdão publicado no DJe de 21/02/2020).";"Definir a (im)possibilidade de prorrogação do prazo de cobertura previsto no § 1º do art. 30 da Lei nº 9.656/98 na hipótese de o beneficiário continuar precisando de constante tratamento médico para a moléstia que o acomete.";"";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes. Em sessão de julgamento realizada em 26/5/2021, a Segunda Seção, por unanimidade, acolheu questão de ordem proposta pelo Sr. Ministro Relator para cancelar a afetação do tema repetitivo 1.045 nos REsps 1.836.823/SP e 1.839.703/SP. Destacou o Ministro Relator: ""Isso porque, a Segunda Seção desta Corte Superior, em observância ao princípio da segurança jurídica, vem entendendo que somente devem ser afetados ao rito dos recursos repetitivos as matérias que sejam objeto de entendimento consolidado neste STJ (...)""Afetação na sessão eletrônica iniciada em 12/02/2020 e finalizada em 18/02/2020 (Segunda Seção).Vide Controvérsia n. 138/STJ.";"";"";"";"";"";"N";"";"S2 ";"1156- DIREITO DO CONSUMIDOR, 7771- Contratos de Consumo, 6233- Planos de Saúde";"";""
"2746";"Tema";"1046";"";"";"";"Cancelado";"Não há determinação de suspensão nacional de todos os processos (acórdão publicado no DJe de 26/3/2020).";"A possibilidade de fixação de honorários advocatícios com fundamento em juízo de equidade, nos termos do art. 85, §§ 2º e 8º, do Código de Processo Civil de 2015.";"";"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 11/3/2020 e finalizada em 17/3/2020 (Segunda Seção).Vide Controvérsia n. 110/STJ.Em sessão de julgamento realizada em 17/12/2019, a Segunda Turma decidiu submeter à Corte Especial a apreciação do REsp n. 1.644.077/PR, em que discutida a possibilidade de fixação de horários advocatícios por equidade, nos termos do art. 85, § 8º, do CPC/2015. No referido processo houve o acolhimento de exceção de pré-executividade em razão da ilegitimidade passiva do executado. (nesse caso, a submissão da matéria não ocorreu sob o rito dos repetitivos ou do incidente de assunção de competência).";"";"";"";"";"";"N";"";"S2 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8874- Sucumbência, 10655- Honorários Advocatícios, 8893- Atos Processuais, 8934- Valor da Causa";"";""
"2747";"Tema";"1047";"2020-03-26";"";"";"Afetado";"Não há determinação de suspensão nacional de todos os processos (acórdão publicado no DJe de 26/3/2020).";"Validade de cláusula contratual que admite a rescisão unilateral, independente de motivação idônea, do plano de saúde coletivo empresarial com menos de 30 (trinta) beneficiários.";"";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 11/3/2020 e finalizada em 17/3/2020 (Segunda Seção).Vide Controvérsia n. 157/STJ.";"";"";"";"";"";"N";"";"S2 ";"1156- DIREITO DO CONSUMIDOR, 7771- Contratos de Consumo, 6233- Planos de Saúde";"";""
"2754";"Tema";"1048";"2020-04-03";"2021-04-28";"2021-05-07";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 3/4/2020).";"Definir o início da contagem do prazo decadencial previsto no art. 173, I, do CTN para a constituição do Imposto de Transmissão Causa Mortis e Doação (ITCMD) referente a doação não oportunamente declarada pelo contribuinte ao fisco estadual.";"O Imposto de Transmissão Causa Mortis e Doação - ITCDM, referente a doação não oportunamente declarada pelo contribuinte ao fisco estadual, a contagem do prazo decadencial tem início no primeiro dia do exercício seguinte àquele em que o lançamento poderia ter sido efetuado, observado o fato gerador, em conformidade com os arts. 144 e 173, I, ambos do CTN.";"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 25/3/2020 e finalizada em 31/3/2020 (Primeira Seção).Vide Controvérsia n. 139/STJ.";"";"";"";"";"";"N";"";"S1 ";"14- DIREITO TRIBUTÁRIO, 5916- Impostos, 5955- ITCD - Imposto de Transmissão Causa Mortis, 5986- Crédito Tributário, 5990- Extinção do Crédito Tributário, 5993- Decadência";"";""
"2762";"Tema";"1049";"2020-04-15";"2020-08-26";"2020-09-09";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 15/4/2020).";"Definir se, em casos de sucessão empresarial por incorporação não oportunamente informada ao fisco, a execução fiscal de créditos tributários pode ser redirecionada à sociedade incorporadora sem necessidade de alteração da certidão de dívida ativa.";"A execução fiscal pode ser redirecionada em desfavor da empresa sucessora para cobrança de crédito tributário relativo a fato gerador ocorrido posteriormente à incorporação empresarial e ainda lançado em nome da sucedida, sem a necessidade de modificação da Certidão de Dívida Ativa, quando verificado que esse negócio jurídico não foi informado oportunamente ao fisco.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 1/4/2020 e finalizada em 7/4/2020 (Primeira Seção).Vide Controvérsia n. 168/STJ.";"";"";"";"";"";"N";"";"S1 ";"14- DIREITO TRIBUTÁRIO, 5986- Crédito Tributário, 5724- Sociedade";"";""
"2841";"Tema";"1050";"2020-05-05";"2021-04-28";"2021-05-05";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 5/5/2020).";"Possibilidade de computar as parcelas pagas a título de benefício previdenciário na via administrativa no curso da ação na base de cálculo para fixação de honorários advocatícios, além dos valores decorrentes de condenação judicial.";"O eventual pagamento de benefício previdenciário na via administrativa, seja ele total ou parcial, após a citação válida, não tem o condão de alterar a base de cálculo para os honorários advocatícios fixados na ação de conhecimento, que será composta pela totalidade dos valores devidos.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes - AGUAfetação na sessão eletrônica iniciada em 22/4/2020 e finalizada em 28/4/2020 (Primeira Seção).Vide Controvérsia n. 153/STJ.";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 195- DIREITO PREVIDENCIÁRIO, 8874- Sucumbência, 10655- Honorários Advocatícios, 8893- Atos Processuais, 9419- Execução Previdenciária";"";""
"2825";"Tema";"1051";"2020-05-06";"2020-12-09";"2020-12-17";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional, excetuada a concessão de tutelas provisórias de urgência, quando presentes seus requisitos (acórdão publicado no DJe de 6/5/2020).";"Interpretação do artigo 49, caput, da Lei n. 11.101/2005, de modo a definir se a existência do crédito é determinada pela data de seu fato gerador ou pelo trânsito em julgado da sentença que o reconhece.";"Para o fim de submissão aos efeitos da recuperação judicial, considera-se que a existência do crédito é determinada pela data em que ocorreu o seu fato gerador.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 22/4/2020 e finalizada em 28/4/2020 (Segunda Seção).Vide Controvérsia n. 146/STJ.Registrou-se no acórdão de afetação que decidiu ""a Segunda Seção, por unanimidade, afetar o processo ao rito dos recursos repetitivos (artigo 1.036 do CPC/2015), para delimitar a seguinte tese controvertida: 'definir o momento em que o crédito decorrente de fato ocorrido antes do pedido de recuperação judicial deve ser considerado existente para o fim de submissão a seus efeitos, a data do fato gerador ou do trânsito em julgado da sentença que o reconhece'. (acórdão publicado no DJe de 6/5/2020).";"";"";"";"";"";"N";"";"S2 ";"899- DIREITO CIVIL, 9616- Empresas, 4993- Recuperação judicial e Falência";"";""
"2828";"Tema";"1052";"2020-04-07";"2020-04-07";"2020-05-18";"Trânsito em Julgado";"Não há determinação de suspensão nacional de todos os processos (acórdão publicado no DJe de 18/5/2020)";"Possibilidade de a menoridade ser comprovada pela menção à data de nascimento do suposto adolescente no boletim de ocorrência, a partir de simples declaração do depoente, sem referência a nenhum documento apresentado por ele ao agente policial que o qualificou.";"Para ensejar a aplicação de causa de aumento de pena prevista no art. 40, VI, da Lei n. 11.343/2006 ou a condenação pela prática do crime previsto no art. 244-B da Lei n. 8.069/1990, a qualificação do menor, constante do boletim de ocorrência, deve trazer dados indicativos de consulta a documento hábil - como o número do documento de identidade, do CPF ou de outro registro formal, tal como a certidão de nascimento.";"Processos destacados de ofício pelo relator.Afetação e reafirmação da jurisprudência na sessão eletrônica iniciada em 1/4/2020 e finalizada em 7/4/2020 (Terceira Seção).";"";"";"";"";"";"N";"";"S3 ";"287- DIREITO PENAL, 3603- Crimes Previstos na Legislação Extravagante, 3607- Crimes de Tráfico Ilícito e Uso Indevido de Drogas";"";""
"2834";"Tema";"1053";"2020-06-01";"2021-03-10";"2021-07-01";"Trânsito em Julgado";"Há determinação de suspensão de todos os recursos especiais e agravos em recurso especial na segunda instância e/ou que tramitem no STJ, que versem acerca da questão delimitada e que tramitem no território nacional (acórdão publicado no DJe de 1/6/2020).";"Saber se os Juizados Especiais da Fazenda Pública têm competência para o julgamento de ações previdenciárias decorrentes de acidente de trabalho em que o Instituto Nacional do Seguro Social figure como parte.";"Os Juizados Especiais da Fazenda Pública não têm competência para o julgamento de ações decorrentes de acidente de trabalho em que o Instituto Nacional do Seguro Social figure como parte.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes  - AGUAfetação na sessão eletrônica iniciada em 6/5/2020 e finalizada em 12/5/2020 (Primeira Seção).Vide Controvérsia n. 171/STJ.";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8828- Jurisdição e Competência, 8829- Competência, 195- DIREITO PREVIDENCIÁRIO, 6094- Benefícios em Espécie, 7757- Auxílio-Doença Acidentário";"";""
"2884";"Tema";"1054";"2020-06-19";"2021-09-22";"2021-10-01";"Trânsito em Julgado";"Há determinação de ""suspensão da tramitação, em todo o território nacional, dos processos pendentes, individuais ou coletivos, em que as instâncias ordinárias condicionaram o prosseguimento da execução fiscal ao adiantamento das custas relativas às despesas postais para a realização de citação, sem prejuízo de que, nesses casos, os juízes continuem ordenando a efetivação do ato citatório inicial, de modo a interromper o curso da prescrição, nos termos do art. 8º, § 2º, da Lei 6.830/80"".";"Definição acerca da obrigatoriedade, ou não, de a fazenda pública exequente, no âmbito das execuções fiscais, promover o adiantamento das custas relativas às despesas postais referentes ao ato citatório, à luz do art. 39 da Lei 6.830/80.";"A teor do art. 39 da Lei 6.830/80, a fazenda pública exequente, no âmbito das execuções fiscais, está dispensada de promover o adiantamento de custas relativas ao ato citatório, devendo recolher o respectivo valor somente ao final da demanda, acaso resulte vencida.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 27/5/2020 e finalizada em 2/6/2020 (Primeira Seção).Vide Controvérsia n. 172/STJ.A Primeira Seção, na sessão de julgamento de julgamento realizada em 12/8/2020, acolheu questão de ordem para retificar a determinação de sobrestamento de feitos, conforme anotado no campo denominado informações complementares (abaixo) e constante do acórdão publicado no DJe de 20/8/2020.";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8874- Sucumbência, 10658- Custas";"";""
"2886";"Tema";"1055";"2020-06-26";"2021-08-25";"2021-09-03";"Trânsito em Julgado";"";"Definir se é possível - ou não - a inclusão do valor de eventual multa civil na medida de indisponibilidade de bens decretada na ação de improbidade administrativa, inclusive naquelas demandas ajuizadas com esteio na alegada prática de conduta prevista no art. 11 da Lei 8.429/1992, tipificador da ofensa aos princípios nucleares administrativos.";"É possível a inclusão do valor de eventual multa civil na medida de indisponibilidade de bens decretada na ação de improbidade administrativa, inclusive naquelas demandas ajuizadas com esteio na alegada prática de conduta prevista no art. 11 da Lei 8.429/1992, tipificador da ofensa aos princípios nucleares administrativos.";"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 10/6/2020 e finalizada em 16/6/2020 (Primeira Seção).Vide Controvérsia n. 167/STJ.";"";"";"";"";"";"N";"";"S1 ";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10011- Improbidade Administrativa, 10014- Violação dos Princípios Administrativos";"";""
"2887";"Tema";"1056";"2020-06-26";"2021-10-21";"2021-12-14";"Trânsito em Julgado";"Há determinação de suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada e tramitem no território nacional (acórdão publicado no DJe de 26/6/2020).";"Definição acerca dos limites subjetivos da coisa julgada formada no Mandado de Segurança Coletivo 2005.51.01.016159-0 (impetrado pela Associação de Oficiais Militares do Estado do Rio de Janeiro - AME/RJ), presente o quanto decidido no EREsp 1.121.981/RJ, em ordem a demarcar o efetivo espectro de beneficiários legitimados a executar individualmente a Vantagem Pecuniária Especial/VPE prevista na Lei nº 11.134/05.";"A coisa julgada formada no Mandado de Segurança Coletivo 2005.51.01.016159-0 (impetrado pela Associação de Oficiais Militares do Estado do Rio de Janeiro - AME/RJ, enquanto substituta processual) beneficia os militares e respectivos pensionistas do antigo Distrito Federal, integrantes da categoria substituída - oficiais, independentemente de terem constado da lista apresentada no momento do ajuizamento do mandamus ou de serem filiados à associação impetrante.";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Afetação na sessão eletrônica iniciada em 10/6/2020 e finalizada em 16/6/2020 (Primeira Seção).Vide Controvérsia n. 156/STJ.";"";"";"";"";"";"N";"";"S1 ";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10324- Militar, 10337- Sistema Remuneratório e Benefícios";"";""
